nom,line,mode,order,lat,lon,arrondissement,figure_historique,couleur,ouverte_apres_1980,rive_gauche,has_rer,has_tram
Château-Thierry,P,TRAIN,13,49.037933505433955,3.409522741444065,2,0,0,0,0,0,0
Isles - Armentières - Congis,P,TRAIN,14,48.99837487688993,3.007871639575125,77,0,0,0,0,0,0
Lizy-sur-Ourcq,P,TRAIN,15,49.02172710081919,3.0317831029512066,77,0,0,0,0,0,0
Crouy-sur-Ourcq,P,TRAIN,16,49.09189047640195,3.062669111949777,77,0,0,0,0,0,0
Mareuil-sur-Ourcq,P,TRAIN,17,49.135381005893805,3.0754989980809686,60,0,0,0,0,0,0
La Ferté-Milon,P,TRAIN,18,49.17963214095126,3.1206754069517184,2,0,0,0,0,0,0
Tournan,P,TRAIN,19,48.739445157221006,2.7589013341652717,77,0,0,0,0,1,0
Verneuil-l'Étang,P,TRAIN,20,48.64438940351837,2.825083962015835,77,0,0,0,0,0,0
Mormant,P,TRAIN,21,48.61409277056721,2.88807855133882,77,0,0,0,0,0,0
Nangis,P,TRAIN,22,48.5617195064875,3.0121779578254295,77,0,0,0,0,0,0
Longueville,P,TRAIN,23,48.513786141275986,3.2501140784117886,77,0,0,0,0,0,0
Sainte-Colombe Septveilles,P,TRAIN,24,48.52915312687445,3.2553403241826864,77,0,0,0,0,0,0
Champbenoist Poigny,P,TRAIN,25,48.54520762505785,3.2866300417033125,77,0,0,0,0,0,0
Provins,P,TRAIN,26,48.55553092379296,3.302334202203228,77,0,0,0,0,0,0
Marles-en-Brie,P,TRAIN,27,48.73481854687385,2.868811725090548,77,0,0,0,0,0,0
Mortcerf,P,TRAIN,28,48.789592035371314,2.9074760676708205,77,0,0,0,0,0,0
Guérard - La Celle-sur-Morin,P,TRAIN,29,48.81076877713248,2.9538116993768355,77,0,0,0,0,0,0
Faremoutiers - Pommeuse,P,TRAIN,30,48.80853544410162,2.9932738165708552,77,0,0,0,0,0,0
Mouroux,P,TRAIN,31,48.813701725231546,3.0430626039871616,77,0,0,0,0,0,0
Coulommiers,P,TRAIN,32,48.80805936234078,3.0812613115733436,77,0,0,0,0,0,0
Gare de Lyon,R,TRAIN,1,48.84340211646564,2.376365660931201,12,0,0,1,0,1,0
Melun,R,TRAIN,2,48.527491277248295,2.65469836071817,77,0,0,0,0,1,0
Bois-le-Roi,R,TRAIN,3,48.47579827327959,2.691542568002651,77,0,0,0,0,0,0
Fontainebleau - Avon,R,TRAIN,4,48.416666098921,2.7267714287220346,77,0,0,0,0,0,0
Thomery,R,TRAIN,5,48.39428183783365,2.764187149192088,77,0,0,0,0,0,0
Moret - Veneux-les-Sablons,R,TRAIN,6,48.37789836789835,2.800462899908886,77,0,0,0,0,0,0
Montigny-sur-Loing,R,TRAIN,7,48.33649861774928,2.738336123575285,77,0,0,0,0,0,0
Bourron-Marlotte - Grez,R,TRAIN,8,48.332451033464054,2.6918764214147592,77,0,0,0,0,0,0
Nemours-Saint-Pierre,R,TRAIN,9,48.26863657605134,2.6850524330729284,77,0,0,0,0,0,0
Bagneaux-sur-Loing,R,TRAIN,10,48.22938980618883,2.7040329448732985,77,0,0,0,0,0,0
Souppes - Château-Landon,R,TRAIN,11,48.18117871674994,2.7358697259911766,77,0,0,0,0,0,0
Dordives,R,TRAIN,12,48.14790552423752,2.762658376432018,45,0,0,0,0,0,0
Ferrières - Fontenay,R,TRAIN,13,48.09588996416835,2.7720920761530037,45,0,0,0,0,0,0
Montargis,R,TRAIN,14,48.00669739961254,2.743201130533139,45,0,0,0,0,0,0
Saint-Mammès,R,TRAIN,15,48.38264713543743,2.816506976966753,77,0,0,0,0,0,0
Montereau,R,TRAIN,16,48.37960363189276,2.942541935520315,77,0,0,0,0,0,0
Livry-sur-Seine,R,TRAIN,17,48.510288065207455,2.6789439431211646,77,0,0,0,0,0,0
Chartrettes,R,TRAIN,18,48.48701587175729,2.6952691308240335,77,0,0,0,0,0,0
Fontaine-le-Port,R,TRAIN,19,48.48734840615557,2.750465255041539,77,0,0,0,0,0,0
Héricy,R,TRAIN,20,48.44272124429534,2.7607507689116346,77,0,0,0,0,0,0
Vulaines-sur-Seine - Samoreau,R,TRAIN,21,48.430461048527036,2.752898337073854,77,0,0,0,0,0,0
Champagne-sur-Seine,R,TRAIN,22,48.40726498958356,2.798915755216375,77,0,0,0,0,0,0
Vernou-sur-Seine,R,TRAIN,23,48.38667549692297,2.8421499951400837,77,0,0,0,0,0,0
La Grande-Paroisse,R,TRAIN,24,48.37863280606578,2.896902458012003,77,0,0,0,0,0,0
Juvisy,R,TRAIN,25,48.68970940912314,2.383334629403869,91,0,0,0,0,1,0
Corbeil-Essonnes,R,TRAIN,26,48.61323864277619,2.472467657639279,91,0,0,0,0,1,0
Paris-Bercy Bourgogne - Pays d'Auvergne,TER Bourgogne - Franche-Comté,TRAIN,1,48.83858620193177,2.384209720351069,12,0,0,0,0,0,0
Gare de Lyon,TER Bourgogne - Franche-Comté,TRAIN,2,48.84340211646564,2.376365660931201,12,0,0,1,0,1,0
Gare d'Austerlitz,TER Bourgogne - Franche-Comté,TRAIN,3,48.84032035638395,2.367818767583529,13,0,0,0,1,1,0
Juvisy,TER Bourgogne - Franche-Comté,TRAIN,4,48.68970940912314,2.383334629403869,91,0,0,0,0,1,0
Champagne-sur-Seine,TER Bourgogne - Franche-Comté,TRAIN,5,48.40726498958356,2.798915755216375,77,0,0,0,0,0,0
Montereau,TER Bourgogne - Franche-Comté,TRAIN,6,48.37956757119656,2.941886970863049,77,0,0,0,0,0,0
Villeneuve-la-Guyard,TER Bourgogne - Franche-Comté,TRAIN,7,48.34261875935412,3.0720201061041963,89,0,0,0,0,0,0
Champigny-sur-Yonne,TER Bourgogne - Franche-Comté,TRAIN,8,48.32421062271411,3.130154840410363,89,0,0,0,0,0,0
Pont-sur-Yonne,TER Bourgogne - Franche-Comté,TRAIN,9,48.286200143295794,3.201822135556628,89,0,0,0,0,0,0
Sens,TER Bourgogne - Franche-Comté,TRAIN,10,48.19822559869753,3.2673805413803247,89,0,0,0,0,0,0
Étigny - Véron,TER Bourgogne - Franche-Comté,TRAIN,11,48.13765030143217,3.2900826338816094,89,0,0,0,0,0,0
Villeneuve-sur-Yonne,TER Bourgogne - Franche-Comté,TRAIN,12,48.085206695756156,3.2865046950805197,89,0,0,0,0,0,0
Saint-Julien du Sault,TER Bourgogne - Franche-Comté,TRAIN,13,48.02662402302481,3.302762450780337,89,0,0,0,0,0,0
Joigny,TER Bourgogne - Franche-Comté,TRAIN,14,47.973634264773985,3.393345247491049,89,0,0,0,0,0,0
Laroche - Migennes,TER Bourgogne - Franche-Comté,TRAIN,15,47.96123211217611,3.512704589147005,89,0,0,0,0,0,0
Paris Austerlitz,TER Centre - Val de Loire,TRAIN,1,48.840174167284836,2.3670916034656027,13,0,0,0,1,0,0
Gare d'Austerlitz,TER Centre - Val de Loire,TRAIN,2,48.84032035638395,2.367818767583529,13,0,0,0,1,1,0
Brétigny,TER Centre - Val de Loire,TRAIN,3,48.60664906621052,2.3019573828860596,91,0,0,0,0,1,0
Dourdan,TER Centre - Val de Loire,TRAIN,4,48.53370169164391,2.008715650247469,91,0,0,0,0,1,0
Étampes,TER Centre - Val de Loire,TRAIN,5,48.437054784842196,2.159742539155363,91,0,0,0,0,1,0
Guillerval,TER Centre - Val de Loire,TRAIN,6,48.37428478563944,2.0597027321607784,91,0,0,0,0,0,0
Monnerville,TER Centre - Val de Loire,TRAIN,7,48.34855884654156,2.03249765465537,91,0,0,0,0,0,0
Angerville,TER Centre - Val de Loire,TRAIN,8,48.311605620382146,2.0037505317720075,91,0,0,0,0,0,0
Auneau,TER Centre - Val de Loire,TRAIN,9,48.445347392939446,1.779631964523447,28,0,0,0,0,0,0
Voves,TER Centre - Val de Loire,TRAIN,10,48.27503094784323,1.6220416259899684,28,0,0,0,0,0,0
Bonneval,TER Centre - Val de Loire,TRAIN,11,48.186422216965354,1.3862711811788562,28,0,0,0,0,0,0
Châteaudun,TER Centre - Val de Loire,TRAIN,12,48.073492940832686,1.3384330021828876,28,0,0,0,0,0,0
Paris Montparnasse,TER Centre - Val de Loire,TRAIN,13,48.83919888255465,2.3173048876749798,15,0,0,0,1,0,0
Gare Montparnasse,TER Centre - Val de Loire,TRAIN,14,48.83841119933774,2.316388731382968,15,0,0,0,1,0,0
Versailles Chantiers,TER Centre - Val de Loire,TRAIN,15,48.79504217049753,2.134496264789487,78,0,0,0,0,1,0
Saint-Quentin en Yvelines - Montigny-le-Bretonneux,TER Centre - Val de Loire,TRAIN,16,48.78748491597792,2.044615988930814,78,0,0,0,0,1,0
Rambouillet,TER Centre - Val de Loire,TRAIN,17,48.64444348936314,1.8330495090353862,78,0,0,0,0,0,0
Gazeran,TER Centre - Val de Loire,TRAIN,18,48.62603010015844,1.7731940021017505,78,0,0,0,0,0,0
Épernon,TER Centre - Val de Loire,TRAIN,19,48.60508485349536,1.6816723125024857,28,0,0,0,0,0,0
Maintenon,TER Centre - Val de Loire,TRAIN,20,48.586256682993294,1.5926330908061617,28,0,0,0,0,0,0
Saint-Piat,TER Centre - Val de Loire,TRAIN,21,48.542555489100806,1.5900733879453606,28,0,0,0,0,0,0
La Villette Saint-Prest,TER Centre - Val de Loire,TRAIN,22,48.48257328597441,1.5243665464960081,28,0,0,0,0,0,0
Jouy,TER Centre - Val de Loire,TRAIN,23,48.50977179970065,1.5572578124609417,28,0,0,0,0,0,0
Chartres,TER Centre - Val de Loire,TRAIN,24,48.44829799670239,1.4806350241915214,28,0,0,0,0,0,0
Gare de Lyon,TER Centre - Val de Loire,TRAIN,25,48.84340211646564,2.376365660931201,12,0,0,1,0,1,0
Paris-Bercy Bourgogne - Pays d'Auvergne,TER Centre - Val de Loire,TRAIN,26,48.83858620193177,2.384209720351069,12,0,0,0,0,0,0
Montargis,TER Centre - Val de Loire,TRAIN,27,48.006606916950666,2.7432216843951767,45,0,0,0,0,0,0
Nemours - Saint-Pierre,TER Centre - Val de Loire,TRAIN,28,48.26859672248814,2.68497885542764,77,0,0,0,0,0,0
Nemours-Saint-Pierre,TER Centre - Val de Loire,TRAIN,29,48.26863657605134,2.6850524330729284,77,0,0,0,0,0,0
Paris Est,TER Grand-Est,TRAIN,1,48.87880619267836,2.359586417668779,10,0,0,0,0,0,0
Gare de l'Est,TER Grand-Est,TRAIN,2,48.87857171221123,2.360305141171757,10,0,0,0,0,1,0
La Ferté-sous-Jouarre,TER Grand-Est,TRAIN,3,48.95073297526376,3.1241242139087406,77,0,0,0,0,0,0
Château-Thierry,TER Grand-Est,TRAIN,4,49.037933505433955,3.409522741444065,2,0,0,0,0,0,0
Gretz-Armainvilliers,TER Grand-Est,TRAIN,5,48.74645539980236,2.727167738339898,77,0,0,0,0,1,0
Longueville,TER Grand-Est,TRAIN,6,48.51363314187917,3.250147198521774,77,0,0,0,0,0,0
Gare du Nord,TER Hauts-de-France,TRAIN,1,48.88230685842714,2.356693437528564,10,0,0,0,0,1,0
Persan - Beaumont,TER Hauts-de-France,TRAIN,2,49.14769440553777,2.2776450993479274,95,0,0,0,0,0,0
Beauvais,TER Hauts-de-France,TRAIN,3,49.42633975667528,2.0880754691387353,60,0,0,0,0,0,0
Dammartin - Juilly - Saint-Mard,TER Hauts-de-France,TRAIN,4,49.032284416059525,2.6991773673106705,77,0,0,0,0,0,0
Le Plessis-Belleville,TER Hauts-de-France,TRAIN,5,49.096500280964975,2.745165896619675,60,0,0,0,0,0,0
Nanteuil-le-Haudouin,TER Hauts-de-France,TRAIN,6,49.14251123380041,2.7941647655566535,60,0,0,0,0,0,0
Crépy-en-Valois,TER Hauts-de-France,TRAIN,7,49.23108254935135,2.8880999806451184,60,0,0,0,0,0,0
Paris Saint-Lazare,TER Normandie,TRAIN,1,48.87774171193988,2.3246260929267435,8,0,0,0,0,0,0
Gare Saint-Lazare,TER Normandie,TRAIN,2,48.87747568635212,2.3244386552397684,8,0,0,0,0,0,0
Mantes-la-Jolie,TER Normandie,TRAIN,3,48.989509761909915,1.7035426576478747,78,0,0,0,0,0,0
Rosny-sur-Seine,TER Normandie,TRAIN,4,48.99771124866978,1.6290670753758048,78,0,0,0,0,0,0
Bonnières,TER Normandie,TRAIN,5,49.03885766442064,1.5820331944921842,78,0,0,0,0,0,0
Vernon - Giverny,TER Normandie,TRAIN,6,49.091626659828435,1.477776772218189,27,0,0,0,0,0,0
Bueil,TER Normandie,TRAIN,7,48.92527105599798,1.4434975696537509,27,0,0,0,0,0,0
Bréval,TER Normandie,TRAIN,8,48.94346680677985,1.5418564957834917,78,0,0,0,0,0,0
Évreux Normandie,TER Normandie,TRAIN,9,49.01841486817869,1.1498558322259897,27,0,0,0,0,0,0
Gare Montparnasse,TER Normandie,TRAIN,10,48.83841119933774,2.316388731382968,15,0,0,0,1,0,0
Versailles Chantiers,TER Normandie,TRAIN,11,48.79504217049753,2.134496264789487,78,0,0,0,0,1,0
Dreux,TER Normandie,TRAIN,12,48.731106368847485,1.3704314171005363,28,0,0,0,0,0,0
La Défense,U,TRAIN,1,48.892229801568206,2.238418596250407,92,0,0,1,1,1,0
Puteaux,U,TRAIN,2,48.8833721630466,2.2336164976472146,92,0,0,0,0,0,1
Suresnes Mont Valérien,U,TRAIN,3,48.871689522026664,2.2210567895582143,92,0,0,0,0,0,0
Saint-Cloud,U,TRAIN,4,48.846058536430505,2.2176312182469986,92,0,0,0,0,0,0
Sèvres - Ville-d'Avray,U,TRAIN,5,48.827253206930806,2.2007294495659546,92,0,0,0,0,0,0
Chaville Rive Droite,U,TRAIN,6,48.81299614830529,2.1885894806735937,92,0,0,0,0,0,0
Versailles Chantiers,U,TRAIN,7,48.79526039893613,2.1349078603373464,78,0,0,0,0,1,0
Saint-Cyr,U,TRAIN,8,48.79877460471833,2.072712440765476,78,0,0,0,0,1,1
Saint-Quentin en Yvelines - Montigny-le-Bretonneux,U,TRAIN,9,48.78748491597792,2.044615988930814,78,0,0,0,0,1,0
Trappes,U,TRAIN,10,48.7747853970692,2.0065902166898377,78,0,0,0,0,0,0
La Verrière,U,TRAIN,11,48.7551716132828,1.943057018064192,78,0,0,0,0,0,0
Massy - Palaiseau,V,TRAIN,1,48.72551907437078,2.2587677282577334,91,0,0,0,0,1,1
Igny,V,TRAIN,2,48.74084886110891,2.230807643224045,91,0,0,0,0,0,0
Bièvres,V,TRAIN,3,48.75087243760775,2.2161603396773564,91,0,0,0,0,0,0
Vauboyen,V,TRAIN,4,48.75897132762851,2.1925522822775045,91,0,0,0,0,0,0
Jouy-en-Josas,V,TRAIN,5,48.764760068378486,2.1644478368550066,78,0,0,0,0,0,0
Petit Jouy Les Loges,V,TRAIN,6,48.77123768805397,2.1468519693445356,78,0,0,0,0,0,0
Versailles Chantiers,V,TRAIN,7,48.79526039893613,2.1349078603373464,78,0,0,0,0,1,0
Gare de Noisy-le-Sec,T1,TRAMWAY,1,48.895904382025236,2.4603904119265176,93,0,0,0,0,0,1
Petit Noisy,T1,TRAMWAY,2,48.90013411943619,2.465066204572745,93,0,0,0,0,0,1
Pont de Bondy,T1,TRAMWAY,3,48.90468817698156,2.4699167940313758,93,0,0,0,0,0,1
Auguste Delaune,T1,TRAMWAY,4,48.90666061731061,2.4605108227517474,93,0,0,0,0,0,1
Jean Rostand,T1,TRAMWAY,5,48.90784693451178,2.454386644826771,93,0,0,0,0,0,1
Bobigny - Pablo Picasso,T1,TRAMWAY,6,48.906558641642015,2.4499527714432054,93,0,0,1,0,0,1
Hôtel de Ville de Bobigny,T1,TRAMWAY,7,48.906566265422576,2.4438136690531236,93,0,0,0,0,0,1
Libération,T1,TRAMWAY,8,48.90694700480007,2.438680066806232,93,0,0,0,0,0,1
La Ferme,T1,TRAMWAY,9,48.909666054339084,2.4374365075390196,93,0,0,0,0,0,1
Escadrille Normandie-Niemen,T1,TRAMWAY,10,48.91273238724237,2.4354659292480028,93,0,0,0,0,0,1
Gaston Roulaud,T1,TRAMWAY,11,48.91406145300713,2.431262727064243,93,0,0,0,0,0,1
Hôpital Avicenne,T1,TRAMWAY,12,48.91586622459615,2.425021005984215,93,0,0,0,0,0,1
Drancy - Avenir,T1,TRAMWAY,13,48.91774623349357,2.417672743836023,93,0,0,0,0,0,1
Maurice Lachâtre,T1,TRAMWAY,14,48.91920249956208,2.413862964699738,93,0,0,0,0,0,1
La Courneuve - 8 Mai 1945,T1,TRAMWAY,15,48.920859363612415,2.4106374774533097,93,0,0,0,0,0,1
Danton,T1,TRAMWAY,16,48.922656100102074,2.406618691605552,93,0,0,0,0,0,1
Stade Géo André,T1,TRAMWAY,17,48.92433314315498,2.4020687684654924,93,0,0,0,0,0,1
Hôtel de ville de la Courneuve,T1,TRAMWAY,18,48.92747600507261,2.392206222540037,93,0,0,0,0,0,1
La Courneuve - Six Routes,T1,TRAMWAY,19,48.930001149010536,2.3847928898772652,93,0,0,0,0,0,1
Cosmonautes,T1,TRAMWAY,20,48.93179249812244,2.3781656055234563,93,0,0,0,0,0,1
Hôpital Delafontaine,T1,TRAMWAY,21,48.93355413819415,2.3710877875580523,93,0,0,0,0,0,1
Cimetière de Saint-Denis,T1,TRAMWAY,22,48.93627781965556,2.3640523240300038,93,0,0,0,0,0,1
Basilique de Saint-Denis,T1,TRAMWAY,23,48.93807719226314,2.3608224243426954,93,0,0,0,0,0,1
Marché de Saint-Denis,T1,TRAMWAY,24,48.93856329762427,2.35587486964062,93,0,0,0,0,0,1
Théâtre Gérard Philipe,T1,TRAMWAY,25,48.93751719094905,2.350332065279392,93,0,0,0,0,0,1
Gare de Saint-Denis,T1,TRAMWAY,26,48.9359094255586,2.3440867496171425,93,0,0,0,0,0,1
Pont de Bezons,T2,TRAMWAY,1,48.92336065929193,2.217615291752479,95,0,0,0,0,0,1
Parc Pierre Lagravère,T2,TRAMWAY,2,48.91748979096629,2.224785553203926,92,0,0,0,0,0,1
Victor Basch,T2,TRAMWAY,3,48.91375440154659,2.2298623604927506,92,0,0,0,0,0,1
Jacqueline Auriol,T2,TRAMWAY,4,48.910733551902645,2.2342048177612432,92,0,0,0,0,0,1
Charlebourg,T2,TRAMWAY,5,48.90760410767097,2.238466500167037,92,0,0,0,0,0,1
Les Fauvelles,T2,TRAMWAY,6,48.90262925365679,2.239630602789375,92,0,0,0,0,0,1
Faubourg de l'Arche,T2,TRAMWAY,7,48.896822734160914,2.2401246099529146,92,0,0,0,0,0,1
La Défense (Grande Arche),T2,TRAMWAY,8,48.89300209833647,2.237534402345929,92,0,0,0,0,0,1
Puteaux,T2,TRAMWAY,9,48.88299191277544,2.233221865294192,92,0,0,0,0,0,1
Belvédère,T2,TRAMWAY,10,48.876074543399874,2.2260155608818444,92,0,0,0,0,0,1
Suresnes - Longchamp,T2,TRAMWAY,11,48.868112880804894,2.2214851676636975,92,0,0,0,0,0,1
Les Coteaux,T2,TRAMWAY,12,48.857278013470946,2.220474910117483,92,0,0,0,0,0,1
Les Milons,T2,TRAMWAY,13,48.84996213744435,2.22123848408167,92,0,0,0,0,0,1
Parc de Saint-Cloud,T2,TRAMWAY,14,48.843040477407804,2.22177794256949,92,0,0,0,0,0,1
Musée de Sèvres,T2,TRAMWAY,15,48.82882596459613,2.2252730995722283,92,0,0,0,0,0,1
Brimborion,T2,TRAMWAY,16,48.82213881223653,2.23151530715405,92,0,0,0,0,0,1
Meudon-sur-Seine,T2,TRAMWAY,17,48.81922547935567,2.2386541208761,92,0,0,0,0,0,1
Les Moulineaux,T2,TRAMWAY,18,48.82154464722343,2.2512735274005227,92,0,0,0,0,0,1
Jacques-Henri Lartigue,T2,TRAMWAY,19,48.82470522680052,2.260544985471807,92,0,0,0,0,0,1
Issy - Val de Seine,T2,TRAMWAY,20,48.82974789798076,2.2629936072265964,92,0,0,0,0,1,1
Henri Farman,T2,TRAMWAY,21,48.83479093594566,2.2713962692816696,15,0,0,0,1,0,1
Suzanne Lenglen,T2,TRAMWAY,22,48.833249898033536,2.27681264536782,15,0,0,0,1,0,1
Porte d'Issy,T2,TRAMWAY,23,48.83169217409569,2.2809892431392185,92,0,0,0,0,0,1
Porte de Versailles,T2,TRAMWAY,24,48.83188207418263,2.287171443763209,15,0,0,0,1,0,1
Pont du Garigliano,T3a,TRAMWAY,1,48.83807321092004,2.271323138312333,15,0,0,0,1,0,1
Balard,T3a,TRAMWAY,2,48.83632904720439,2.277355761841914,15,0,0,0,1,0,1
Desnouettes,T3a,TRAMWAY,3,48.83411479687378,2.284538816875225,15,0,0,0,1,0,1
Porte de Versailles - Parc des Expositions,T3a,TRAMWAY,4,48.83260662902873,2.2880197933556627,15,0,0,0,1,0,1
Georges Brassens,T3a,TRAMWAY,5,48.82958965330787,2.29645235862634,15,0,0,0,1,0,1
Brancion,T3a,TRAMWAY,6,48.82870707372911,2.300850585299838,15,0,0,0,1,0,1
Porte de Vanves,T3a,TRAMWAY,7,48.827373746784275,2.3066440851164933,14,0,0,0,1,0,1
Didot,T3a,TRAMWAY,8,48.82597351412929,2.3133644199139147,14,0,0,0,1,0,1
Jean Moulin,T3a,TRAMWAY,9,48.824763620104996,2.3188287710972655,14,0,0,0,1,0,1
Porte d'Orléans,T3a,TRAMWAY,10,48.82335017119638,2.324922053842732,14,0,0,0,1,0,1
Montsouris,T3a,TRAMWAY,11,48.82154495165109,2.3333899397534115,14,0,0,0,1,0,1
Cité Universitaire,T3a,TRAMWAY,12,48.820191827892465,2.339141182523244,14,0,0,0,1,1,1
Stade Charléty - Porte de Gentilly,T3a,TRAMWAY,13,48.819535450932925,2.34571416711844,13,0,0,0,1,0,1
Poterne des Peupliers,T3a,TRAMWAY,14,48.82083627815218,2.3517178700368593,13,0,0,0,1,0,1
Porte d'Italie,T3a,TRAMWAY,15,48.819064255539985,2.3600205548381514,13,0,0,0,1,0,1
Porte de Choisy,T3a,TRAMWAY,16,48.81976866806797,2.3639343743867536,13,0,0,0,1,0,1
Porte d'Ivry,T3a,TRAMWAY,17,48.821816307706,2.3701746864334314,13,0,0,0,1,0,1
Maryse Bastié,T3a,TRAMWAY,18,48.824382190272274,2.3775534381245933,13,0,0,0,1,0,1
Avenue de France,T3a,TRAMWAY,19,48.825489098203334,2.381149825464056,13,0,0,0,1,0,1
Baron le Roy,T3a,TRAMWAY,20,48.83042655091173,2.39341950392133,12,0,0,0,0,0,1
Porte de Charenton,T3a,TRAMWAY,21,48.831971917767255,2.398455585755042,12,0,0,0,0,0,1
Porte Dorée,T3a,TRAMWAY,22,48.83512991676044,2.4058985151305987,12,0,0,0,0,0,1
Montempoivre,T3a,TRAMWAY,23,48.83986661994873,2.408937367696815,12,0,0,0,0,0,1
Alexandra David-Néel,T3a,TRAMWAY,24,48.84368526694643,2.4100250065154265,12,0,0,0,0,0,1
Porte de Vincennes,T3a,TRAMWAY,25,48.8469834975727,2.4095379858241412,12,0,0,0,0,0,1
Porte de Vincennes,T3b,TRAMWAY,1,48.84742462692587,2.4096283755134005,20,0,0,0,0,0,1
Porte de Montreuil,T3b,TRAMWAY,2,48.85298774851907,2.4106692374948193,20,0,0,0,0,0,1
Marie de Miribel,T3b,TRAMWAY,3,48.858657404919875,2.4096101336179307,20,0,0,0,0,0,1
Porte de Bagnolet,T3b,TRAMWAY,4,48.86340176471023,2.408765768865789,20,0,0,0,0,0,1
Séverine,T3b,TRAMWAY,5,48.86748527523941,2.4088693750122006,20,0,0,0,0,0,1
Adrienne Bolland,T3b,TRAMWAY,6,48.87179244694016,2.408738694818512,20,0,0,0,0,0,1
Porte des Lilas,T3b,TRAMWAY,7,48.87667570207763,2.406897140162137,20,0,0,0,0,0,1
Hôpital Robert Debré,T3b,TRAMWAY,8,48.87945300932185,2.4011523530409966,19,0,0,0,0,0,1
Butte du Chapeau Rouge,T3b,TRAMWAY,9,48.88502438214547,2.3966836324049425,19,0,0,0,0,0,1
Porte de Pantin - Parc de la Villette,T3b,TRAMWAY,10,48.889029830075266,2.3955871164568054,19,0,0,0,0,0,1
Delphine Seyrig,T3b,TRAMWAY,11,48.89388752639321,2.397644770882582,19,0,0,0,0,0,1
Ella Fitzgerald,T3b,TRAMWAY,12,48.89736394796987,2.3950811622314045,19,0,0,0,0,0,1
Porte de la Villette (Cité des Sciences et de l'industrie),T3b,TRAMWAY,13,48.89741922608639,2.3865009944320703,19,0,0,0,0,0,1
Canal Saint-Denis,T3b,TRAMWAY,14,48.898754995770666,2.380442597848103,19,0,0,0,0,0,1
Rosa Parks,T3b,TRAMWAY,15,48.89750423836571,2.3733919699097723,19,0,0,0,0,1,1
Porte d'Aubervilliers,T3b,TRAMWAY,16,48.89864071936045,2.368890634791775,18,0,0,0,0,0,1
Colette Besson,T3b,TRAMWAY,17,48.89844200099648,2.3636279086822087,18,0,0,0,0,0,1
Porte de la Chapelle,T3b,TRAMWAY,18,48.898441034062756,2.3583900631505386,18,0,0,0,0,0,1
Diane Arbus - Porte des Poissonniers,T3b,TRAMWAY,19,48.89829720594876,2.351721766125652,18,0,0,0,0,0,1
Porte de Clignancourt,T3b,TRAMWAY,20,48.89807207348968,2.3450545241806258,18,0,0,0,0,0,1
Angélique Compoint - Porte de Montmartre,T3b,TRAMWAY,21,48.89777357433254,2.3381973060628405,18,0,0,0,0,0,1
Porte de Saint-Ouen,T3b,TRAMWAY,22,48.897610253568644,2.3298516567126035,18,0,0,0,0,0,1
Epinettes - Pouchet,T3b,TRAMWAY,23,48.89748360561324,2.324915588556141,17,0,0,0,0,0,1
Honoré De Balzac,T3b,TRAMWAY,24,48.89632423964413,2.318697253843428,17,0,0,0,0,0,1
Porte de Clichy - Tribunal de Paris,T3b,TRAMWAY,25,48.894688648692544,2.3141767587052646,17,0,0,0,0,0,1
Marguerite Long,T3b,TRAMWAY,26,48.889615615175025,2.303128593874889,17,0,0,0,0,0,1
Square Sainte-Odile,T3b,TRAMWAY,27,48.88742931300661,2.2968164352852605,17,0,0,0,0,0,1
Porte de Champerret,T3b,TRAMWAY,28,48.886017778774274,2.2923079803797872,17,0,0,0,0,0,1
Thérèse Pierre,T3b,TRAMWAY,29,48.88352922906449,2.288196318046833,17,0,0,0,0,0,1
Anny Flore,T3b,TRAMWAY,30,48.88122861239746,2.285459684787077,17,0,0,0,0,0,1
Porte Maillot - Palais des Congrès,T3b,TRAMWAY,31,48.87790872414125,2.2837326845388546,17,0,0,0,0,0,1
Anna de Noailles,T3b,TRAMWAY,32,48.87442196109367,2.2781906609693316,16,0,0,0,0,0,1
Porte Dauphine (Avenue Foch),T3b,TRAMWAY,33,48.87037296112415,2.274893044078303,16,0,0,0,0,0,1
Bondy,T4,TRAMWAY,1,48.893824310177635,2.482193298612344,93,0,0,0,0,1,1
Remise à Jorelle,T4,TRAMWAY,2,48.89312070600031,2.487969467567442,93,0,0,0,0,0,1
Les Coquetiers,T4,TRAMWAY,3,48.89263088858735,2.4997443661584247,93,0,0,0,0,0,1
Allée de la Tour-Rendez-vous,T4,TRAMWAY,4,48.89735360569665,2.5065734409130265,93,0,0,0,0,0,1
Les Pavillons-sous-Bois,T4,TRAMWAY,5,48.90270828680124,2.511897313188358,93,0,0,0,0,0,1
Gargan,T4,TRAMWAY,6,48.9072679973711,2.5163974669176747,93,0,0,0,0,0,1
Lycée Henri Sellier,T4,TRAMWAY,7,48.91596819231036,2.515170468742955,93,0,0,0,0,0,1
L'Abbaye,T4,TRAMWAY,8,48.92180048027322,2.516385223304965,93,0,0,0,0,0,1
Freinville Sevran,T4,TRAMWAY,9,48.926496496259446,2.5190574106987182,93,0,0,0,0,0,1
Rougemont Chanteloup,T4,TRAMWAY,10,48.930967005263184,2.5148669130183867,93,0,0,0,0,0,1
Aulnay-sous-Bois,T4,TRAMWAY,11,48.93198132034067,2.496963789365468,93,0,0,0,0,1,1
